PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey,GameID,PGN
FgQ6g,2r3k1/4qpp1/4p2R/p2pP3/1p6/3B2Q1/P4PPP/2r3NK b - - 2 34,c8c3 h6h8 g8h8 g3h3 h8g8 h3h7 g8f8 h7h8,1629,75,95,15075,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/VBkOehDd/black#67,,1432125,VBkOehDd,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 Qc7 6. Bd3 Nf6 7. O-O Nc6 8. Nf3 d6 9. Bg5 Be7 10. Re1 Bd7 11. Nh4 h6 12. Bxf6 Bxf6 13. Nf3 O-O 14. Kh1 b5 15. Qe2 Rac8 16. Rad1 Ne7 17. Rd2 Bxc3 18. bxc3 Qxc3 19. e5 d5 20. Qf1 Nc6 21. Re3 Qc5 22. Qe1 Nd4 23. Nxd4 Kh8 24. Nf3 a5 25. Rd1 b4 26. Nh4 Ba4 27. Rd2 Qe7 28. Rh3 Kg8 29. Qe3 Rc3 30. Qg3 Rfc8 31. Nf3 Bxc2 32. Rxc2 Rxc2 33. Rxh6 Rc1+ 34. Ng1 *
p1nEz,4r3/8/6p1/4k2p/P6P/1Pb3P1/3pBK2/5R2 w - - 6 47,e2d3 e8f8 f2e2 f8f1,1389,78,95,24044,crushing endgame short,https://lichess.org/KCaq5mlj#92,,2284180,KCaq5mlj,1. d4 Nf6 2. Bf4 g6 3. Nf3 Bg7 4. e3 O-O 5. Nbd2 d6 6. c4 c5 7. Bd3 cxd4 8. exd4 Re8 9. O-O Nh5 10. Bg3 Nxg3 11. fxg3 e5 12. dxe5 dxe5 13. Be4 Nc6 14. Re1 Bg4 15. Qb3 Nd4 16. Nxd4 exd4 17. Rf1 Rb8 18. c5 Re7 19. Rae1 Be6 20. Qf3 a6 21. b3 Rc7 22. Rf2 Rxc5 23. Bxb7 Rf5 24. Qe4 Rxf2 25. Kxf2 Qf6+ 26. Kg1 Qg5 27. Nf3 Qc5 28. Bxa6 Bd5 29. Qd3 Bxf3 30. gxf3 Qc3 31. Rd1 Ra8 32. Qc4 Qxf3 33. Rf1 Qe3+ 34. Kg2 Qe4+ 35. Kh3 Qe6+ 36. Qxe6 fxe6 37. Bc4 Rd8 38. Bxe6+ Kh8 39. Rd1 d3 40. Bc4 d2 41. a4 Bc3 42. Kg2 Kg7 43. h4 h5 44. Be2 Re8 45. Kf2 Kf6 46. Rf1 Ke5 *
xsTth,4rr1k/p3Npnp/5Qp1/4R3/1pPq1Pb1/1P1B2R1/P1K4P/8 w - - 10 27,g3g4 d4c3 c2d1 c3d3,1262,75,97,20177,advantage deflection middlegame short,https://lichess.org/P12lfToh#52,,1957169,P12lfToh,1. e4 c5 2. b3 Nc6 3. Bb2 Nf6 4. e5 Nd5 5. c4 Nc7 6. f4 g6 7. Nf3 Bg7 8. d4 cxd4 9. Nxd4 Nxd4 10. Qxd4 Ne6 11. Qe3 O-O 12. Nc3 d6 13. Nd5 dxe5 14. Bxe5 b5 15. O-O-O Qa5 16. Kb2 Bb7 17. Nxe7+ Kh8 18. Bxg7+ Nxg7 19. Qc3 b4 20. Qf6 Rae8 21. Bd3 Bxg2 22. Rhe1 Qc7 23. Re5 Bh3 24. Rg1 Qd7 25. Rg3 Qd4+ 26. Kc2 Bg4 *
xlfnP,rnbq3r/pp1pnkbp/2p3p1/4P1N1/3Q4/2P5/PP3PPP/RNB2RK1 b - - 1 10,f7f8 g5e6 d7e6 d4d8,1672,79,96,22159,crushing opening short,https://lichess.org/AsdCjMQ9/black#19,Danish_Gambit Danish_Gambit_Other_variations,2127264,AsdCjMQ9,1. e4 e5 2. d4 exd4 3. c3 g6 4. Bc4 c6 5. Nf3 Be7 6. Qxd4 Bf6 7. e5 Bg7 8. O-O Ne7 9. Bxf7+ Kxf7 10. Ng5+ *
PMmSV,8/8/1R6/1n1P2pp/7k/5P1n/7K/8 b - - 0 47,b5d4 b6b4 g5g4 b4d4,1400,78,97,18822,crushing endgame pin short,https://lichess.org/9cWXYsBR/black#93,,1825734,9cWXYsBR,1. e4 c5 2. Nf3 Nf6 3. d3 d6 4. c3 Nc6 5. Be2 e5 6. h3 Be7 7. Na3 d5 8. exd5 Nxd5 9. O-O Bd6 10. Nc4 Bc7 11. a4 Na5 12. Bg5 f6 13. Bh4 O-O 14. Ncxe5 g5 15. Nxg5 fxg5 16. Bg3 Qf6 17. Ng4 Bxg4 18. Bxg4 h6 19. Bxc7 Nxc7 20. b4 cxb4 21. cxb4 Nc6 22. Qb3+ Rf7 23. Bh5 Nd4 24. Bxf7+ Qxf7 25. Qxf7+ Kxf7 26. Kh2 a6 27. Rac1 Nd5 28. Rc4 Nc6 29. b5 axb5 30. axb5 Na5 31. Rc5 Nf4 32. Rc7+ Kg6 33. d4 Rd8 34. Rd1 b6 35. Re1 Kh5 36. g4+ Kh4 37. Rh7 Rd6 38. Ree7 Nxh3 39. Rd7 Rf6 40. Rdf7 Rxf7 41. Rxf7 Kxg4 42. d5 Nc4 43. f3+ Kh4 44. Rh7 h5 45. Rc7 Nd6 46. Rc6 Nxb5 47. Rxb6 *
IBV2J,5rk1/1Q1nb1pp/p4n2/3p2B1/qp6/8/PP3PPP/2RR2K1 b - - 2 21,h7h6 g5f6 e7f6 b7d5 g8h8 d5d7 a4d7 d1d7,1761,76,96,14861,advantage capturingDefender kingsideAttack middlegame veryLong,https://lichess.org/Bs0RhIrV/black#41,,1426656,Bs0RhIrV,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. c3 dxc3 5. Nxc3 Nf6 6. Bc4 e6 7. Qe2 a6 8. O-O b5 9. Bb3 Bb7 10. Rd1 b4 11. Na4 Nxe4 12. Be3 Nd7 13. Rac1 Be7 14. Nd4 O-O 15. Bxe6 fxe6 16. Nxe6 Qa5 17. Nxf8 Rxf8 18. Qc4+ d5 19. Qc7 Qxa4 20. Qxb7 Nef6 21. Bg5 *
Weziw,4r2k/5R1p/1b4p1/1p1N4/1P2n3/2Pq3P/5PPQ/5RK1 w - - 0 32,d5b6 d3f1 g1f1 e4d2 f1g1 e8e1,1623,76,96,21560,attraction backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/QieGQCpc#62,,2069760,QieGQCpc,1. e4 e5 2. Bc4 Nf6 3. d3 Bc5 4. h3 d6 5. Nf3 O-O 6. Nc3 Be6 7. Bxe6 fxe6 8. Ng5 c6 9. Nxe6 Qe7 10. Nxf8 Qxf8 11. O-O Nbd7 12. Qf3 b5 13. Bg5 Qe8 14. Bxf6 Nxf6 15. Ne2 Qg6 16. Qg3 Qh6 17. c3 Rf8 18. b4 Nh5 19. Qg4 Bb6 20. a4 Nf6 21. Qg3 Nh5 22. Qg4 Nf6 23. Qe6+ Kh8 24. Qxd6 g6 25. Qxe5 Bd8 26. axb5 Re8 27. Qh2 cxb5 28. Rxa7 Qd2 29. Nf4 Bb6 30. Rf7 Nxe4 31. Nd5 Qxd3 *
DThD9,5rk1/1b1nqppp/pp6/3Pp3/NPr5/5N2/PQ3PPP/3RR1K1 b - - 1 21,c4b4 d5d6 e7f6 b2b4 b7f3 g2f3,1692,75,96,15148,crushing interference intermezzo long middlegame,https://lichess.org/7lLWSDHa/black#41,,1454208,7lLWSDHa,1. e4 e6 2. Nf3 d5 3. exd5 Qxd5 4. d4 Nf6 5. c4 Bb4+ 6. Bd2 Bxd2+ 7. Qxd2 Qd6 8. Nc3 O-O 9. Rd1 b6 10. Be2 Bb7 11. O-O Nbd7 12. d5 e5 13. Nb5 Qc5 14. b4 Ne4 15. Qb2 Qe7 16. Nxc7 Rac8 17. Nb5 a6 18. Nc3 Nd6 19. Rfe1 Nxc4 20. Bxc4 Rxc4 21. Na4 *
Zk9kf,rn1qk2r/p2bnpb1/1p4p1/1Bpp3p/3P3P/2N1BN2/PPP2PP1/R2QK2R w KQkq - 2 11,d4c5 g7c3 b2c3 d7b5,1719,76,97,13616,advantage master opening short,https://lichess.org/FcdXmm1o#20,Sicilian_Defense Sicilian_Defense_Closed,1320752,FcdXmm1o,1. e4 c5 2. Nc3 g6 3. h4 h5 4. Bc4 Bg7 5. d3 e6 6. Be3 b6 7. Nf3 Ne7 8. d4 d5 9. exd5 exd5 10. Bb5+ Bd7 *
zWbUu,r3k3/5p2/p3p1p1/3q4/8/2b1Q3/P3NP1P/R4K2 w q - 0 24,e2c3 d5h1 f1e2 h1a1,1282,77,96,24097,advantage endgame short skewer,https://lichess.org/XCuDQThp#46,,2313312,XCuDQThp,1. e4 c5 2. Bc4 Nc6 3. Qf3 Ne5 4. Qb3 Nxc4 5. Qxc4 e6 6. d4 a6 7. b3 b5 8. Qd3 d5 9. Bb2 c4 10. bxc4 bxc4 11. Qf3 Bb7 12. exd5 Bxd5 13. Qe3 Nf6 14. Nc3 Bb4 15. Ne2 Bxg2 16. Rg1 Be4 17. Rxg7 Bxc2 18. Kf1 Bg6 19. d5 Nxd5 20. Nxd5 Qxd5 21. Rxg6 hxg6 22. Bxh8 c3 23. Bxc3 Bxc3 *
zXXsx,2r2b2/1p1qrknp/p3p2Q/5p2/3p1P2/2P2N1R/PP3P1P/2K3R1 b - - 3 23,d4c3 f3e5 f7e8 e5d7,1549,76,94,19366,crushing fork middlegame short,https://lichess.org/vCdZ3y3q/black#45,,1820404,vCdZ3y3q,1. e4 e6 2. Nf3 d5 3. e5 c5 4. c3 Nc6 5. d4 Bd7 6. Bb5 Nxe5 7. Qe2 Nxf3+ 8. gxf3 a6 9. Bxd7+ Qxd7 10. dxc5 Bxc5 11. Bf4 Nf6 12. Nd2 O-O 13. Rg1 Rfe8 14. Be5 Be7 15. O-O-O Rac8 16. Qe3 Nh5 17. Bxg7 Nxg7 18. Qh6 Bf8 19. Rg3 f5 20. Rdg1 Re7 21. f4 d4 22. Rh3 Kf7 23. Nf3 *
BjHPb,2kr3r/ppp2p1p/8/6N1/4q3/P3P1p1/1PP1BK2/R3Q2R w - - 0 28,f2g1 e4e3 g1f1 e3g5,1433,74,95,24003,advantage fork middlegame short,https://lichess.org/4mgxNV8j#54,,2280285,4mgxNV8j,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4 6. h3 Qh5 7. Be2 Nc6 8. Be3 e6 9. a3 O-O-O 10. O-O Bxh3 11. gxh3 Qxh3 12. Nh2 Bd6 13. Nf3 Ng4 14. Ne4 Bh2+ 15. Kh1 Nce5 16. Neg5 Qh5 17. Qe1 Bg3+ 18. Kg2 Nxf3 19. Nxf3 Bd6 20. Rh1 Nxe3+ 21. fxe3 Qg4+ 22. Kf1 e5 23. dxe5 Bxe5 24. Nxe5 Qe4 25. Nf3 g5 26. Kf2 g4 27. Ng5 g3+ *
gxhKp,r2q1rk1/ppp2ppp/1bn5/3p3b/PP1Pn3/2N2N1P/2PBBPP1/R2QK2R b KQ - 0 13,b6d4 f3d4 c6d4 e2h5,1420,76,94,17843,advantage discoveredAttack opening short,https://lichess.org/F6wzzClr/black#25,French_Defense French_Defense_Exchange_Variation,1677242,F6wzzClr,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nc3 Nf6 5. Nf3 Nc6 6. Bd3 Bg4 7. Be2 Ne4 8. h3 Bh5 9. Be3 Bb4 10. Bd2 O-O 11. a3 Ba5 12. b4 Bb6 13. a4 *
6FUiE,5k2/R7/5rp1/3Pp2p/4P2P/4K3/8/8 b - - 18 52,f6f4 d5d6 f8e8 a7e7 e8d8 e7e5 f4f6 e5d5 d8d7 e4e5,1806,72,94,13697,crushing endgame exposedKing rookEndgame veryLong,https://lichess.org/BHOkiibx/black#103,,1287518,BHOkiibx,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Bc4 O-O 6. h3 c6 7. Be3 Nbd7 8. a4 a6 9. O-O b5 10. axb5 cxb5 11. Bxb5 Nb6 12. Bc6 Ra7 13. d5 Qc7 14. Na4 Nxa4 15. Rxa4 Bd7 16. Bxa7 Bxc6 17. Rc4 Qxa7 18. Rxc6 Nxe4 19. Qd3 Nc5 20. Qc4 Bxb2 21. Rb1 Bg7 22. Ne1 a5 23. Nd3 a4 24. Nxc5 dxc5 25. Ra6 Qd7 26. Rxa4 Bd4 27. c3 Bxc3 28. Ra2 Bd4 29. Rd2 Qf5 30. Rbd1 Rd8 31. Rxd4 cxd4 32. Qxd4 f6 33. g4 Qf3 34. Kh2 Kf7 35. Rd3 Qe2 36. Qe3 Qxe3 37. fxe3 f5 38. Kg3 Kf6 39. h4 fxg4 40. Kxg4 h5+ 41. Kf4 e5+ 42. Kf3 Ke7 43. e4 Kf6 44. Rc3 Rd6 45. Kg3 Ke7 46. Rc7+ Kd8 47. Rg7 Ke8 48. Kf3 Kf8 49. Rh7 Kg8 50. Re7 Kf8 51. Ra7 Rf6+ 52. Ke3 *
qHko2,r2qkb1r/ppp2ppp/2n5/3pN3/3P2n1/3pP3/PPP2PP1/RNBQ1RK1 w kq - 0 9,e5c6 d8h4 d1g4 h4g4,1306,76,95,18897,crushing opening short,https://lichess.org/fUHRAYHc#16,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1795215,fUHRAYHc,1. e3 d5 2. d4 Nc6 3. Nf3 Nf6 4. Bd3 Bg4 5. O-O e5 6. h3 e4 7. hxg4 Nxg4 8. Ne5 exd3 *
Nt74g,2r2r1k/1p3p1p/p3p1p1/3q2P1/3P1P2/P3P2R/5Q1P/6K1 b - - 2 28,f8g8 h3h7 h8h7 f2h4 h7g7 h4h6,1050,82,94,14418,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/LT6zNDtB/black#55,,1355292,LT6zNDtB,1. d4 Nf6 2. e3 d5 3. Bd3 e6 4. f4 c5 5. c3 cxd4 6. cxd4 Bb4+ 7. Bd2 Bxd2+ 8. Nxd2 Nc6 9. Ngf3 Nb4 10. Qa4+ Nc6 11. O-O Bd7 12. a3 Ne5 13. Qc2 Nxd3 14. Qxd3 O-O 15. Ne5 Ba4 16. b3 Be8 17. g4 Rc8 18. g5 Nd7 19. Ndf3 Nxe5 20. Nxe5 Kh8 21. Rf3 a6 22. Rh3 g6 23. Rf1 Bb5 24. Nc4 dxc4 25. bxc4 Bxc4 26. Qd1 Bxf1 27. Qxf1 Qd5 28. Qf2 *
FJsqi,r7/ppkb3p/6p1/2p3Q1/4PP1K/2P3R1/1BP1q2P/8 w - - 8 39,c3c4 e2h2 g3h3 h2h3,1180,75,98,16750,endgame mate mateIn2 short,https://lichess.org/LflDZX7f#76,,1641500,LflDZX7f,1. e4 c5 2. d4 d6 3. d5 Nd7 4. f4 g6 5. Nf3 Bg7 6. Nc3 e6 7. dxe6 fxe6 8. Qxd6 Bxc3+ 9. bxc3 Qa5 10. Qxe6+ Kd8 11. Bb2 Ngf6 12. Rd1 Rf8 13. Ng5 Ng4 14. Nf7+ Rxf7 15. Qxf7 Ne3 16. Qf8+ Kc7 17. Qd6+ Kd8 18. Rd2 Qxa2 19. Bb5 Qb1+ 20. Ke2 Qxh1 21. Bxd7 Qxg2+ 22. Kxe3 Qg1+ 23. Kd3 Qf1+ 24. Re2 Qd1+ 25. Rd2 Qf1+ 26. Ke3 Qe1+ 27. Kf3 Qf1+ 28. Kg4 Qg1+ 29. Kf3 Qf1+ 30. Rf2 Qh1+ 31. Rg2 Qf1+ 32. Kg3 Qe1+ 33. Kh3 Qe3+ 34. Rg3 Bxd7+ 35. Kh4 Qe2 36. Qf6+ Kc7 37. Qe5+ Kd8 38. Qg5+ Kc7 *
WTHN1,2r3k1/p2b1pbp/4p1p1/q1ppP3/NrP2P2/1PQP4/PR4PP/2B2RK1 w - - 2 20,a2a3 b4a4 c3a5 a4a5,1684,76,95,15026,advantage middlegame short,https://lichess.org/MV2ihwEB#38,,1427470,MV2ihwEB,1. e4 c5 2. f4 Nc6 3. Nf3 g6 4. Bb5 Bg7 5. Bxc6 bxc6 6. d3 d6 7. O-O e6 8. c4 Ne7 9. Qe1 O-O 10. Nc3 Rb8 11. Rb1 d5 12. e5 Nf5 13. b3 Nd4 14. Qf2 Qa5 15. Na4 Bd7 16. Nxd4 cxd4 17. Qxd4 Rfc8 18. Rb2 c5 19. Qc3 Rb4 *
tVcO3,r1b1k2r/ppp1bpp1/2n1p2p/4P3/3P4/P1NB1NPq/1P3P1P/R2QK2R w KQkq - 3 13,c3e2 h3g2 h1f1 g2f3,1447,75,96,22880,advantage fork opening short,https://lichess.org/3Xm66WSB#24,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,2196480,3Xm66WSB,1. d4 d5 2. c4 dxc4 3. e4 Nc6 4. Nf3 e6 5. Bxc4 Nf6 6. Nc3 Bb4 7. Bg5 h6 8. Bxf6 Qxf6 9. a3 Be7 10. e5 Qf4 11. g3 Qf5 12. Bd3 Qh3 *
nSH1A,R7/2r3bk/6p1/2B4p/4p2P/P7/4r1P1/5RK1 w - - 6 36,a8a5 c7c5 a5c5 g7d4 g1h2 d4c5,1317,72,96,17682,attraction crushing endgame fork long sacrifice,https://lichess.org/wb34MXVE#70,,1697472,wb34MXVE,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Bd3 Qe7 7. O-O g6 8. e5 Nd5 9. a3 Bg7 10. Re1 O-O 11. c4 Nb6 12. Nc3 c5 13. Be4 Rb8 14. Nd5 Nxd5 15. Bxd5 Bb7 16. Qf3 Bxd5 17. Qxd5 c6 18. Qd3 d6 19. Bf4 dxe5 20. Qe4 Rxb2 21. Qxc6 Qh4 22. Bg3 Qxc4 23. Rac1 Qb5 24. Qxc5 Qxc5 25. Rxc5 f6 26. Ra5 Rb6 27. Rxa7 h5 28. h4 Rf7 29. Ra8+ Kh7 30. Rc1 f5 31. f3 e4 32. fxe4 fxe4 33. Bf2 Rb2 34. Bc5 Re2 35. Rf1 Rc7 *
4rjLq,7r/pp6/5P2/3P2qk/1P4p1/3Q4/P6p/1K5R b - - 1 46,g5g6 h1h2 h5g5 d3g6 g5g6 h2h8,1265,73,95,18288,crushing endgame long,https://lichess.org/zkuFI6Hd/black#91,,1737360,zkuFI6Hd,1. d4 Nf6 2. Bf4 g6 3. Nc3 Bg7 4. e4 d6 5. Qd2 O-O 6. h4 h5 7. Bh6 Nc6 8. O-O-O e5 9. Bxg7 Kxg7 10. dxe5 Nxe5 11. Nf3 Nfg4 12. Be2 Nxf2 13. Nxe5 Nxd1 14. Rxd1 Qxh4 15. Nf3 Qe7 16. Nd5 Qd8 17. Ng5 Be6 18. Nxe6+ fxe6 19. Qd4+ e5 20. Qc3 c6 21. Ne3 Qe7 22. g4 h4 23. Rh1 Rf2 24. Qe1 Raf8 25. Nf5+ R2xf5 26. gxf5 g5 27. Rg1 Kf6 28. Bg4 Rh8 29. Rh1 d5 30. b3 Qa3+ 31. Kb1 Qc5 32. b4 Qd4 33. exd5 cxd5 34. Bh3 g4 35. c3 Qc4 36. Bf1 Qf4 37. Bd3 h3 38. Rf1 Qg5 39. c4 e4 40. cxd5 exd3 41. Qe6+ Kg7 42. f6+ Kh7 43. Qe7+ Kg6 44. Qe4+ Kh5 45. Qxd3 h2 46. Rh1 *
xaIMq,6k1/3RP3/p6P/1p6/8/2p2K2/5P2/4r3 b - - 0 44,g8f7 h6h7 e1h1 d7d8,1982,79,90,163765,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/OEXcCQz6/black#87,,14738850,OEXcCQz6,1. d4 f5 2. Bf4 Nf6 3. e3 e6 4. Nf3 b6 5. c4 Bb7 6. Nc3 Bb4 7. Rc1 O-O 8. Be2 Ne4 9. O-O Bxc3 10. bxc3 d6 11. Nd2 Nd7 12. Nxe4 Bxe4 13. Bf3 Bxf3 14. Qxf3 Nf6 15. Bg5 Qd7 16. Bxf6 gxf6 17. Kh1 Kh8 18. Rg1 Rg8 19. g4 fxg4 20. Qxf6+ Qg7 21. Qxe6 Raf8 22. Rcf1 Rf3 23. Rg3 h5 24. Qd5 Qg5 25. Qxf3 gxf3 26. Rxg5 Rxg5 27. Rg1 Ra5 28. Ra1 Ra3 29. h4 Rxc3 30. Kh2 Rxc4 31. Kg3 c5 32. dxc5 dxc5 33. Rd1 Ra4 34. Rd5 Rxa2 35. Rxh5+ Kg7 36. Kxf3 c4 37. Rd5 a6 38. Rd7+ Kf8 39. h5 b5 40. h6 Kg8 41. e4 c3 42. e5 Ra1 43. e6 Re1 44. e7 *
VB6NU,1k1r3r/ppp1b1p1/5n1p/q7/2B1p2P/PP2B1Q1/4KPP1/R6R b - - 1 22,a5c3 e3a7 b8a7 g3c3,1299,75,94,19570,crushing discoveredAttack middlegame short,https://lichess.org/zsjRAn0K/black#43,,1839580,zsjRAn0K,1. d4 d5 2. Nf3 Nc6 3. c4 f6 4. Nbd2 Bg4 5. h3 Bxf3 6. Nxf3 dxc4 7. d5 Ne5 8. Nxe5 fxe5 9. Qa4+ Qd7 10. Qxc4 O-O-O 11. e4 e6 12. Bg5 exd5 13. exd5 Be7 14. h4 Qxd5 15. Qg4+ Kb8 16. Bc4 Qa5+ 17. Ke2 Nf6 18. Qf3 Qb4 19. b3 h6 20. a3 Qa5 21. Be3 e4 22. Qg3 *
7vjpA,8/5n1p/p3pk2/5pp1/1P5P/P2NQPPK/2q5/8 w - - 0 42,d3c5 g5g4 f3g4 f5g4 h3g4 c2f5,1316,77,95,19998,attraction endgame long mate mateIn3,https://lichess.org/BuIf98Tu#82,,1899810,BuIf98Tu,1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O c6 7. Qc2 Nbd7 8. Nbd2 b6 9. e4 dxe4 10. Nxe4 Nxe4 11. Qxe4 Bb7 12. b3 Nf6 13. Qe2 Re8 14. Bb2 Qc7 15. Rad1 Rad8 16. Rd2 c5 17. Rfd1 Ne4 18. Rd3 f5 19. dxc5 Rxd3 20. Rxd3 Bxc5 21. Bd4 Bxd4 22. Nxd4 Qe7 23. Nb5 a6 24. Nc3 Nc5 25. Rd2 Bxg2 26. Kxg2 Kf7 27. b4 Nd7 28. a3 Nf6 29. Qf3 Rd8 30. Rxd8 Qxd8 31. Qb7+ Qd7 32. Qxb6 Qd3 33. Qb7+ Kg6 34. Qf3 Qxc4 35. Ne2 Ne4 36. Nf4+ Kf6 37. Qe3 Qc6 38. f3 Ng5 39. h4 Nf7 40. Nd3 Qc2+ 41. Kh3 g5 *
Xp8H1,4r1k1/pb4b1/1p2q1Bp/3p4/3p3P/6Q1/PP3PP1/2R3K1 b - - 0 27,e6e5 g6e8 e5g3 f2g3,1553,77,94,16070,advantage master middlegame short,https://lichess.org/2q3iMWs0/black#53,,1510580,2q3iMWs0,1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Bg5 Be7 5. e3 h6 6. Bh4 O-O 7. Nf3 b6 8. Bxf6 Bxf6 9. Qb3 Bb7 10. cxd5 exd5 11. Bd3 c6 12. O-O Re8 13. Rad1 Nd7 14. Bb1 Nf8 15. Rfe1 Qd7 16. e4 g6 17. e5 Bg7 18. Ne2 c5 19. Nf4 Ne6 20. Qe3 Nxd4 21. Nxd4 Rxe5 22. Qg3 cxd4 23. Nxg6 Rxe1+ 24. Rxe1 Re8 25. Rc1 Qe6 26. h4 fxg6 27. Bxg6 *
1Jzcy,r2q1k1r/1bp1p1b1/pnnp2Q1/1p4N1/3P3p/2P1P2P/PP1N1PPB/R4RK1 b - - 2 15,d8e8 g5e6 f8g8 g6g7,1240,75,96,18123,mate mateIn2 middlegame short,https://lichess.org/Jat6xSRF/black#29,Indian_Defense Indian_Defense_Other_variations,1739808,Jat6xSRF,1. d4 Nf6 2. Bf4 Nd5 3. Bg3 h5 4. h3 h4 5. Bh2 g6 6. e3 Bg7 7. c3 a6 8. Bd3 d6 9. Qc2 b5 10. Nf3 Nc6 11. Nbd2 Nb6 12. O-O Bb7 13. Bxg6 fxg6 14. Qxg6+ Kf8 15. Ng5 *
MFNpG,rn1qk1nr/5p2/p2p2p1/1ppQ4/3bP3/1P6/1PP1B1PP/RNB2RK1 w kq - 2 13,g1h1 h8h2 h1h2 d8h4,1571,76,95,19668,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/yxCUFBZO#24,Philidor_Defense Philidor_Defense_Exchange_Variation,1868460,yxCUFBZO,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 a6 5. Be2 c5 6. Nb3 Be6 7. O-O b5 8. f4 g6 9. f5 Bxb3 10. axb3 Bg7 11. fxg6 hxg6 12. Qd5 Bd4+ *
0DC0x,r4b1r/pp1Nkp2/4bp1p/1np5/8/6N1/PPP2PPP/2KRR3 b - - 1 14,a8d8 g3f5 e7e8 d7f6,1482,74,95,19895,deflection mate mateIn2 middlegame pin short,https://lichess.org/5tyFEY4u/black#27,Scandinavian_Defense Scandinavian_Defense_Other_variations,1890025,5tyFEY4u,1. e4 d5 2. Nc3 dxe4 3. Nxe4 Nf6 4. Ng3 Nc6 5. Nf3 e5 6. d4 Nxd4 7. Nxe5 c5 8. Bb5+ Nxb5 9. Qxd8+ Kxd8 10. Bg5 Be6 11. O-O-O+ Ke7 12. Rhe1 h6 13. Bxf6+ gxf6 14. Nd7 *
XiPwG,2rq1rk1/p5pp/3pbb2/8/2N1QP2/1P5P/P3B1P1/R4RK1 b - - 0 22,f6a1 e4e6 g8h8 f1a1,1431,77,95,19950,advantage hangingPiece intermezzo middlegame short,https://lichess.org/LF7fwt1C/black#43,,1895250,LF7fwt1C,1. e4 c5 2. Nf3 d6 3. d3 e5 4. Be2 Nf6 5. h3 Be7 6. O-O O-O 7. b3 b5 8. Nc3 b4 9. Nd5 Nxd5 10. exd5 Bb7 11. Bb2 Bxd5 12. c4 bxc3 13. Bxc3 Nc6 14. Nd2 Rc8 15. Nc4 Nd4 16. Bxd4 cxd4 17. Bf3 Be6 18. Be2 f5 19. f4 e4 20. dxe4 fxe4 21. Qxd4 Bf6 22. Qxe4 *
9ZJYT,1k5r/2p1R3/Q3R2p/1PK5/2P4p/q2r4/5PP1/8 w - - 0 50,c5c6 d3d6 e6d6 a3d6,1486,75,96,18959,endgame mate mateIn2 short,https://lichess.org/F1tj9kDB#98,,1820064,F1tj9kDB,1. d4 f5 2. Nc3 Nf6 3. Bg5 h6 4. Bh4 g5 5. e4 fxe4 6. Nxe4 gxh4 7. Nxf6+ exf6 8. Qh5+ Ke7 9. O-O-O d5 10. Re1+ Be6 11. Bd3 Kd7 12. Bf5 Bxf5 13. Qxf5+ Kc6 14. Re6+ Bd6 15. Rxf6 Nd7 16. Re6 Qf8 17. Qd3 b6 18. Qa6 Nb8 19. Qa4+ Kb7 20. Nf3 Qf5 21. Rhe1 Nc6 22. a3 a6 23. b4 b5 24. Qb3 Bxh2 25. Nxh2 Qf4+ 26. Kb1 Qxh2 27. Qxd5 Rad8 28. Qxc6+ Kc8 29. Qxa6+ Kb8 30. Qxb5+ Kc8 31. Re7 Qd6 32. R1e6 Qxd4 33. Qa6+ Kb8 34. Qb5+ Kc8 35. Qa6+ Kb8 36. b5 Qd1+ 37. Kb2 Qd4+ 38. Ka2 Qc4+ 39. Kb2 Qd4+ 40. c3 Qd2+ 41. Kb3 Qd5+ 42. c4 Qd3+ 43. Kb4 Qd2+ 44. Kc5 Qd4+ 45. Kb4 Qd2+ 46. Kb3 Rd3+ 47. Ka4 Qc2+ 48. Kb4 Qb3+ 49. Kc5 Qxa3+ *
